Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[341]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9EdgeModel25weight_single_state_scoreE [341]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[342]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN9MlFeature22addSuffixToFeatureNameEPKc [342]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[343]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK11MeanSdStats13calcMeanAndSdERdS0_ [343]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[344]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK13PMCSQS_Scorer30setClassWeightsAccordingToDataERK17SpectraAggregatorS2_dRSt6vectorIS3_IdSaIdEESaIS5_EEb [344]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[345]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK13PeakRankModel25fill_simple_peak_featuresERKSt6vectorIiSaIiEEiffiRK12FragmentTypeR15RankBoostSample [345]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[346]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK13PeakRankModel33fill_partial_denovo_peak_featuresEffRKSt6vectorIiSaIiEEiffiRK12FragmentTypeiiR15RankBoostSample [346]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[347]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK14PartitionModel31fill_combined_dnv_peak_featuresEPK13PeakRankModelffRKSt6vectorIiSaIiEEifRK15PeptideSolutionRK12FragmentTypeiR15RankBoostSample [347]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[348]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK15RankBoostSample15get_feature_valEiPf [348]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[349]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK16MlRankBoostModel13calcErrorRateEPK9MlDataSetb [349]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[350]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK19ME_Regression_Model25calc_log_scaling_constantEiRK21ME_Regression_DataSetf [350]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[351]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK19ME_Regression_Model25calc_neg_first_derivativeERK21ME_Regression_DataSetRKSt6vectorIdSaIdEERS5_ [351]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[352]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK19MlTrainingContainer12getInputPathEv [352]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[353]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK20RegionalPepNovoModel19calc_breakage_scoreEP8BreakagebP6Config [353]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[354]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK25RegionalPrmNodeScoreModel17createTrainingSetEP14AllScoreModelsRK13FragmentModelRK17SpectraAggregatorR21ME_Regression_DataSetS9_ [354]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[355]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK25RegionalPrmNodeScoreModel21calc_constant_elementER4NodeP8SpectrumfPK8Breakage [355]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[356]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK7Peptide11calc_chargeERf [356]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[357]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZNK8MlSample8getValueEm [357]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[358]    0.0    0.00    0.00       1         _GLOBAL__sub_I_mobility_labels [358]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[359]    0.0    0.00    0.00       1         _GLOBAL__sub_I_neutral_loss_labels [359]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [1965]
[360]    0.0    0.00    0.00       1         _GLOBAL__sub_I_num_RKH_combos [360]
-----------------------------------------------
                0.00    0.00       1/1           DatFileWriter::convertDataToDatSecondPass(std::string const&, std::string const&, std::string const&, float, int) [64]
[361]    0.0    0.00    0.00       1         splitDatListIntoSameMzGroups(std::vector<std::string, std::allocator<std::string> > const&, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >&) [361]
                0.00    0.00       7/639         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [138]
                0.00    0.00       7/7           std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<std::string, std::allocator<std::string> >*, std::vector<std::vector<std::string, std::allocator<std::string> >, std::allocator<std::vector<std::string, std::allocator<std::string> > > > >, std::vector<std::string, std::allocator<std::string> > const&) [222]
-----------------------------------------------
                0.00    0.00       1/1           MlModel::readFeatureSet(std::string const&) [208]
[362]    0.0    0.00    0.00       1         MlFeatureSet::readFeatureFile(char const*, bool) [362]
                0.00    0.00       1/1           MlFeatureSet::readFeatureFile(std::basic_ifstream<char, std::char_traits<char> >&) [363]
-----------------------------------------------
                0.00    0.00       1/1           MlFeatureSet::readFeatureFile(char const*, bool) [362]
[363]    0.0    0.00    0.00       1         MlFeatureSet::readFeatureFile(std::basic_ifstream<char, std::char_traits<char> >&) [363]
                0.00    0.00     134/134         std::vector<unsigned long, std::allocator<unsigned long> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long const&) [153]
                0.00    0.00       9/9           std::_Rb_tree<std::string, std::pair<std::string const, unsigned long>, std::_Select1st<std::pair<std::string const, unsigned long> >, std::less<std::string>, std::allocator<std::pair<std::string const, unsigned long> > >::_M_insert_unique_(std::_Rb_tree_const_iterator<std::pair<std::string const, unsigned long> >, std::pair<std::string const, unsigned long> const&) [218]
                0.00    0.00       5/639         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [138]
                0.00    0.00       1/1           std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<unsigned long, std::allocator<unsigned long> >*, std::vector<std::vector<unsigned long, std::allocator<unsigned long> >, std::allocator<std::vector<unsigned long, std::allocator<unsigned long> > > > >, unsigned long, std::vector<unsigned long, std::allocator<unsigned long> > const&) [407]
                0.00    0.00       1/1           std::vector<MlFeature, std::allocator<MlFeature> >::_M_fill_insert(__gnu_cxx::__normal_iterator<MlFeature*, std::vector<MlFeature, std::allocator<MlFeature> > >, unsigned long, MlFeature const&) [397]
-----------------------------------------------
                0.00    0.00       1/1           AllScoreModels::read_model(char const*, bool) [86]
[364]    0.0    0.00    0.00       1         PMCSQS_Scorer::readSqsModels(Config const*, char const*) [364]
                0.00    0.00      12/12          std::vector<MlModel*, std::allocator<MlModel*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<MlModel**, std::vector<MlModel*, std::allocator<MlModel*> > >, unsigned long, MlModel* const&) [212]
                0.00    0.00      12/12          MlModel::readModel(std::basic_ifstream<char, std::char_traits<char> >&, char const*) [209]
                0.00    0.00       3/3           std::istream::getline(char*, long) [clone .constprop.434] [244]
                0.00    0.00       3/3           std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<MlModel*, std::allocator<MlModel*> >*, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > >, unsigned long, std::vector<MlModel*, std::allocator<MlModel*> > const&) [247]
                0.00    0.00       1/4           std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [242]
                0.00    0.00       1/1           std::basic_ifstream<char, std::char_traits<char> >::basic_ifstream(char const*, std::_Ios_Openmode) [clone .constprop.436] [391]
                0.00    0.00       1/1           std::vector<double, std::allocator<double> >::resize(unsigned long, double) [409]
                0.00    0.00       1/1           std::vector<MlModel*, std::allocator<MlModel*> >::resize(unsigned long, MlModel*) [clone .constprop.435] [399]
                0.00    0.00       1/1           std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >::~vector() [403]
                0.00    0.00       1/1           std::vector<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >, std::allocator<std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > > > >::resize(unsigned long, std::vector<std::vector<MlModel*, std::allocator<MlModel*> >, std::allocator<std::vector<MlModel*, std::allocator<MlModel*> > > >) [406]
                0.00    0.00       1/1289        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [131]
-----------------------------------------------
                0.00    0.00       1/1           AllScoreModels::read_model(char const*, bool) [86]
[365]    0.0    0.00    0.00       1         PMCSQS_Scorer::read_pmc_rank_models(Config const*, char const*) [365]
                0.00    0.00      13/13          RankBoostModel::read_rankboost_model(std::istream&) [201]
                0.00    0.00       6/1289        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [131]
                0.00    0.00       3/3           std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >::_M_fill_insert(__gnu_cxx::__normal_iterator<RankBoostModel**, std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > >, unsigned long, RankBoostModel* const&) [246]
                0.00    0.00       2/2           std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [273]
                0.00    0.00       2/2           cmp_offset_pair_inten(offset_pair const&, offset_pair const&) [254]
                0.00    0.00       2/2           std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::basic_istringstream(std::string const&, std::_Ios_Openmode) [clone .constprop.474] [261]
                0.00    0.00       2/16          std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::resize(unsigned long, std::vector<float, std::allocator<float> >) [193]
                0.00    0.00       1/1           std::vector<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >, std::allocator<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >*, std::vector<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> >, std::allocator<std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > > > >, unsigned long, std::vector<RankBoostModel*, std::allocator<RankBoostModel*> > const&) [402]
-----------------------------------------------
                0.00    0.00       1/1           AllScoreModels::AllScoreModels() [672]
[366]    0.0    0.00    0.00       1         AllScoreModels::setTrainingStageNames() [366]
                0.00    0.00       5/5           std::vector<TrainingStage, std::allocator<TrainingStage> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TrainingStage*, std::vector<TrainingStage, std::allocator<TrainingStage> > >, TrainingStage const&) [232]
-----------------------------------------------
                0.00    0.00       1/1           DatFileManager::init(std::vector<std::string, std::allocator<std::string> > const&, Config const*) [369]
[367]    0.0    0.00    0.00       1         DatFileManager::splitIntoBatches() [367]
                0.00    0.00      12/12          std::vector<DatBatch, std::allocator<DatBatch> >::_M_insert_aux(__gnu_cxx::__normal_iterator<DatBatch*, std::vector<DatBatch, std::allocator<DatBatch> > >, DatBatch const&) [211]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
[368]    0.0    0.00    0.00       1         DatFileManager::init(std::string const&, Config const*) [368]
                0.00    0.00       1/4           readListOfPaths(char const*, std::vector<std::string, std::allocator<std::string> >&, bool) [236]
                0.00    0.00       1/1           DatFileManager::init(std::vector<std::string, std::allocator<std::string> > const&, Config const*) [369]
-----------------------------------------------
                0.00    0.00       1/1           DatFileManager::init(std::string const&, Config const*) [368]
[369]    0.0    0.00    0.00       1         DatFileManager::init(std::vector<std::string, std::allocator<std::string> > const&, Config const*) [369]
                0.00    0.00    1128/1128        DatFile::peekAtStats(char const*) [135]
                0.00    0.00    1112/1126        void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > > >(__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >) [136]
                0.00    0.00       1/252850      DatFile::~DatFile() [109]
                0.00    0.00       1/62          std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [169]
                0.00    0.00       1/1           void std::__introsort_loop<__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >, long>(__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >, __gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >, long) [421]
                0.00    0.00       1/1           void std::__insertion_sort<__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > > >(__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >, __gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >) [420]
                0.00    0.00       1/1           DatFileManager::splitIntoBatches() [367]
                0.00    0.00       1/99          std::vector<DatFile, std::allocator<DatFile> >::_M_fill_insert(__gnu_cxx::__normal_iterator<DatFile*, std::vector<DatFile, std::allocator<DatFile> > >, unsigned long, DatFile const&) [156]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
[370]    0.0    0.00    0.00       1         ClusterOutputter::init(MsParameterStruct const*, float) [370]
                0.00    0.00      61/61          OutputFilesForMzSlice::init(MsParameterStruct const*, std::string const&) [170]
                0.00    0.00       2/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [249]
                0.00    0.00       2/3           createDirIfDoesNotExist(char const*, int) [243]
                0.00    0.00       1/1           std::vector<long long, std::allocator<long long> >::_M_fill_insert(__gnu_cxx::__normal_iterator<long long*, std::vector<long long, std::allocator<long long> > >, unsigned long, long long const&) [412]
                0.00    0.00       1/252850      DatFile::~DatFile() [109]
                0.00    0.00       1/1           std::vector<OutputFilesForMzSlice, std::allocator<OutputFilesForMzSlice> >::_M_fill_insert(__gnu_cxx::__normal_iterator<OutputFilesForMzSlice*, std::vector<OutputFilesForMzSlice, std::allocator<OutputFilesForMzSlice> > >, unsigned long, OutputFilesForMzSlice const&) [395]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::~MsClusterDataStorage() [377]
[371]    0.0    0.00    0.00       1         ClusterOutputter::~ClusterOutputter() [371]
                0.00    0.00      61/61          OutputFilesForMzSlice::close() [171]
                0.00    0.00      61/252850      DatFile::~DatFile() [109]
                0.00    0.00       1/2           ClusterOutputter::closeAll() [257]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterAlgorithm::performClustering(MsParameterStruct*, AllScoreModels const*, bool) [4]
[372]    0.0    0.00    0.00       1         MsSimilarityModel::readSimilarityModel(Config const*) [372]
                0.00    0.00       1/14          std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<double, std::allocator<double> >*, std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > >, unsigned long, std::vector<double, std::allocator<double> > const&) [200]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterAlgorithm::performClustering(MsParameterStruct*, AllScoreModels const*, bool) [4]
[373]    0.0    0.00    0.00       1         MsClusterAlgorithm::setSimilarityThresholds(float, int) [373]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [249]
                0.00    0.00       1/1289        std::vector<float, std::allocator<float> >::_M_fill_insert(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, unsigned long, float const&) [131]
-----------------------------------------------
                0.00    0.00       1/1           PeptideCompAssigner::read_and_init_from_tables(Config*, char const*) [375]
[374]    0.0    0.00    0.00       1         PeptideCompAssigner::init_aa_translations() [374]
                0.00    0.00       2/2           Config::get_max_session_aa_idx() const [260]
                0.00    0.00       1/46          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [175]
-----------------------------------------------
                0.00    0.00       1/1           AllScoreModels::read_model(char const*, bool) [86]
[375]    0.0    0.00    0.00       1         PeptideCompAssigner::read_and_init_from_tables(Config*, char const*) [375]
                0.00    0.00       9/9           PeptideCompAssigner::read_table_to_vector(char*, int, std::vector<int, std::allocator<int> >&) [217]
                0.00    0.00       3/68          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [164]
                0.00    0.00       1/1           PeptideCompAssigner::init_aa_translations() [374]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
[376]    0.0    0.00    0.00       1         MsClusterDataStorage::setMinSqsForSingleton(float) [376]
-----------------------------------------------
                0.00    0.00       1/1           MsClusterAlgorithm::~MsClusterAlgorithm() [807]
[377]    0.0    0.00    0.00       1         MsClusterDataStorage::~MsClusterDataStorage() [377]
                0.00    0.00  220280/220281      Cluster::~Cluster() [110]
                0.00    0.00    1128/252850      DatFile::~DatFile() [109]
                0.00    0.00       2/2           MsArchive::~MsArchive() [259]
                0.00    0.00       1/1           ClustFile::~ClustFile() [389]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, ClusterClustEntry>, std::_Select1st<std::pair<std::string const, ClusterClustEntry> >, std::less<std::string>, std::allocator<std::pair<std::string const, ClusterClustEntry> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, ClusterClustEntry> >*) [414]
                0.00    0.00       1/1           ClusterOutputter::~ClusterOutputter() [371]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[378]    0.0    0.00    0.00       1         Config::read_PTM_file(char*) [378]
                0.00    0.00     215/261         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_unique(std::pair<std::string const, int> const&) [149]
                0.00    0.00      97/97          Config::get_aa_from_label(std::string const&) const [158]
                0.00    0.00      97/97          PTM_list::add_PTM(PTM const&) [157]
                0.00    0.00      91/91          ConversionTables::add_optional_PTM_aa(int, std::string const&, float, int) [161]
                0.00    0.00       8/639         std::vector<std::string, std::allocator<std::string> >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::string*, std::vector<std::string, std::allocator<std::string> > >, std::string const&) [138]
                0.00    0.00       5/5           ConversionTables::add_optional_PTM_terminal_aa(float, int, std::string const&) [230]
                0.00    0.00       1/2           ConversionTables::init_for_standard_aas() [258]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[379]    0.0    0.00    0.00       1         Config::set_aa_variants() [379]
                0.00    0.00      23/2076        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00       1/68          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [164]
-----------------------------------------------
                0.00    0.00       1/1           Config::parse_config_parameter(char*) [88]
[380]    0.0    0.00    0.00       1         Config::set_digest_type(int) [380]
                0.00    0.00       2/2076        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[381]    0.0    0.00    0.00       1         Config::init_standard_aas() [381]
                0.00    0.00       6/2076        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[382]    0.0    0.00    0.00       1         Config::calc_aa_combo_masses() [382]
                0.00    0.00    1330/1337        std::vector<int, std::allocator<int> >::push_back(int const&) [130]
                0.00    0.00     418/418         std::vector<AA_combo, std::allocator<AA_combo> >::push_back(AA_combo const&) [141]
                0.00    0.00       3/3           void std::sort<__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > > >(__gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >, __gnu_cxx::__normal_iterator<AA_combo*, std::vector<AA_combo, std::allocator<AA_combo> > >) [252]
                0.00    0.00       1/1           std::vector<std::vector<AA_combo, std::allocator<AA_combo> >, std::allocator<std::vector<AA_combo, std::allocator<AA_combo> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<AA_combo, std::allocator<AA_combo> >*, std::vector<std::vector<AA_combo, std::allocator<AA_combo> >, std::allocator<std::vector<AA_combo, std::allocator<AA_combo> > > > >, unsigned long, std::vector<AA_combo, std::allocator<AA_combo> > const&) [401]
                0.00    0.00       1/1           std::vector<AA_combo, std::allocator<AA_combo> >::reserve(unsigned long) [396]
                0.00    0.00       1/68          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, unsigned long, std::vector<int, std::allocator<int> > const&) [164]
                0.00    0.00       1/46          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [175]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[383]    0.0    0.00    0.00       1         Config::init_allowed_node_masses(float) [383]
                0.00    0.00     140/140         MassRangeMap::add_shifted_ranges(float) [152]
                0.00    0.00       3/198         std::_Rb_tree<float, std::pair<float const, float>, std::_Select1st<std::pair<float const, float> >, std::less<float>, std::allocator<std::pair<float const, float> > >::_M_insert_unique(std::pair<float const, float> const&) [150]
                0.00    0.00       1/283         std::_Rb_tree<float, std::pair<float const, float>, std::_Select1st<std::pair<float const, float> >, std::less<float>, std::allocator<std::pair<float const, float> > >::_M_erase(std::_Rb_tree_node<std::pair<float const, float> >*) [147]
                0.00    0.00       1/6100        MassRangeMap::clear(float) [126]
-----------------------------------------------
                0.00    0.00       1/1           Config::init_with_defaults() [90]
[384]    0.0    0.00    0.00       1         Config::fill_allowed_double_edges(bool) [384]
                0.00    0.00      48/62          std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [169]
                0.00    0.00       2/2           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> >*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, unsigned long, std::vector<bool, std::allocator<bool> > const&) [270]
-----------------------------------------------
                0.00    0.00       1/1           Config::parse_config_parameter(char*) [88]
[385]    0.0    0.00    0.00       1         Config::read_regional_fragment_sets(std::istream&) [385]
                0.00    0.00     324/569         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::find(std::string const&) const [139]
                0.00    0.00     320/328         std::basic_istringstream<char, std::char_traits<char>, std::allocator<char> >::basic_istringstream(std::string const&, std::_Ios_Openmode) [clone .constprop.370] [146]
                0.00    0.00     150/2076        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [129]
                0.00    0.00     104/406         std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [143]
                0.00    0.00      86/87          std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> >::_M_fill_insert(__gnu_cxx::__normal_iterator<SpectrumLocationPair*, std::vector<SpectrumLocationPair, std::allocator<SpectrumLocationPair> > >, unsigned long, SpectrumLocationPair const&) [163]
                0.00    0.00      63/63          FragmentCombo::read_combo(Config*, std::istream&) [166]
                0.00    0.00      63/63          std::vector<FragmentCombo, std::allocator<FragmentCombo> >::_M_insert_aux(__gnu_cxx::__normal_iterator<FragmentCombo*, std::vector<FragmentCombo, std::allocator<FragmentCombo> > >, FragmentCombo const&) [168]
                0.00    0.00      12/14          std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::~vector() [199]
                0.00    0.00       7/1337        std::vector<int, std::allocator<int> >::push_back(int const&) [130]
                0.00    0.00       7/7           RegionalFragments::~RegionalFragments() [220]
                0.00    0.00       7/7           std::vector<RegionalFragments, std::allocator<RegionalFragments> >::_M_fill_insert(__gnu_cxx::__normal_iterator<RegionalFragments*, std::vector<RegionalFragments, std::allocator<RegionalFragments> > >, unsigned long, RegionalFragments const&) [221]
                0.00    0.00       4/15          std::vector<std::vector<RegionalFragments, std::allocator<RegionalFragments> >, std::allocator<std::vector<RegionalFragments, std::allocator<RegionalFragments> > > >::resize(unsigned long, std::vector<RegionalFragments, std::allocator<RegionalFragments> >) [197]
                0.00    0.00       4/15          std::vector<RegionalFragments, std::allocator<RegionalFragments> >::~vector() [195]
